Name	Exp_1	Exp_2	Exp_3	Exp_4	Exp_5	Exp_6	Exp_7	Exp_8	Exp_9	Exp_10	Exp_11	Exp_12	Exp_13	Exp_14	Exp_15	Exp_16	Exp_17	Exp_18	Exp_19	Exp_20	Exp_21	Exp_22	Exp_23	Exp_24	Exp_25	Exp_26	Exp_27	Exp_28	Exp_29	Exp_30	Exp_31	Exp_32	Exp_33	Exp_34	Exp_35	Exp_36	Exp_37	Exp_38	Exp_39	Exp_40	Exp_41	Exp_42	Exp_43	Exp_44	Exp_45	Exp_46	Exp_47	Exp_48	Exp_49	Exp_50	Exp_51	Exp_52	Exp_53	Exp_54
TRAPPC2	1.44283	1.31233	0.294167	0.395333	2.04133	1.36717	0.0555	0.78	-0.230333	1.51317	0.119833	1.2805	0.631333	-0.443667	0.687667	0.913167	0.81725	0.124167	1.616	0.349333	0.654167	1.454	0.895833	1.63683	0.749333	1.396	0.549833	0.553333	0.741333	1.259	0.739167	0.798667	0.458	1.53567	0.697667	0.1495	0.637	0.691833	-0.559833	0.355833	0.165333	-0.762833	1.073	0.465833	0.0695	1.6125	1.637	1.51417	-1.03983	0.745333	0.607833	0.987167	0.4795	1.70217
TRAPPC4	-0.11975	-0.891	-0.7315	-0.7305	-0.6725	0.05325	-0.654	0.10675	-0.3875	-0.26775	-0.975	-0.38425	-0.90775	-0.97775	-0.81075	0.42575	-0.9685	-0.4055	0.4345	-0.76175	-0.95525	-0.5265	-0.134	-0.77175	-0.054	-0.67225	0.02025	-0.3795	-0.229	-0.45025	0.1715	-0.88575	0.34975	-0.1965	-0.81725	-0.93475	-0.4655	-0.51225	-0.45	-0.88525	-0.671	-0.7475	-0.573	-0.73975	-0.53625	-1.163	-0.445	0.61575	-1.19775	0.07325	-1.04575	-0.89575	-0.39825	-0.0105
TRAPPC6A	-0.0566667	0.712333	-0.231	0.879167	0.762833	1.296	-1.17133	-0.277833	0.327667	-0.168167	0.315667	0.322	1.01333	-0.156667	0.704833	1.73233	-0.665333	0.4425	0.3915	1.02717	0.674833	0.4695	0.961833	1.13433	0.675333	1.05717	-1.4405	1.098	0.362667	0.0796667	0.906333	0.426833	0.039	0.133	0.0933333	-1.0385	-0.767333	0.847833	0.5335	0.214667	0.499167	0.566833	0.720167	-0.203333	0.2895	0.467833	0.310167	0.201667	-1.14983	-0.2615	0.1275	0.861667	-0.953667	0.901333
TRAT1	-0.88775	-1.30133	-0.9595	-2.70275	-0.915	-2.676	-2.3155	-0.617	-2.72325	-0.852	-1.69733	-1.031	-1.1405	-0.0435	-1.424	-1.31975	-1.097	-1.61175	-2.5405	-3.3975	-2.35075	-2.79975	-2.15775	-2.20025	0.552	-0.8115	-0.92625	-0.675	-0.4	-2.713	-1.3675	-2.0495	-1.2305	-0.5175	-2.01775	-3.76	-1.477	-2.709	-1.0165	-2.0885	-2.897	-1.94575	-0.20775	-1.60525	-2.19425	-3.49067	-2.28	-1.08975	-1.95333	-0.186	-2.69575	-1.47867	-0.794	0.5775
TRAV20	-0.123	-1.415	-0.4015	0.4785	1.2555	-0.595	-0.1845	1.3215	0.1715	1.034	1.758	0.884	0.329	0.3595	-0.9665	2.023	3.239	-1.4715	-0.1795	0.5875	-0.9595	0.978	0.582	0.6155	1.016	0.299	-0.5425	0.547	2.0835	1.111	0.5845	0.057	0.6085	-0.133	0.596	-0.5695	1.115	-0.2505	0.7805	-0.053	0.146	0.33	0.852	0.469	0.4755	-0.2935	0.275	0.2665	-0.3385	1.5425	0.7815	-0.4305	-0.1105	-0.5095
TRBV3-1	-1.84175	-1.68525	-0.947	-2.0425	-1.47125	-1.83867	-2.20967	-1.20525	-1.99767	-3.24825	-1.61033	-1.474	-1.42475	-0.2265	-1.56267	-2.0155	-2.0965	-2.71125	-1.88933	-2.223	-2.043	-1.3915	-0.72025	-2.38425	-0.0425	-1.769	-1.32575	-1.061	0.73625	-1.68525	-1.82475	-2.36275	-2.03525	-1.525	-1.489	-2.14433	-1.741	-1.7355	-1.14925	-0.93725	-2.06425	-1.62775	0.01275	-0.5535	-1.6475	-1.17375	-1.843	-1.68525	-1.996	-2.7335	-1.95275	-1.39475	-2.031	-0.773333
TREM1	0.57275	0.883	0.4225	0.5655	0.5805	0.00875	1.763	2.3795	0.80225	0.909	0.1195	1.601	-0.007	0.66	1.27125	1.40825	-0.049	0.263	-0.06725	1.98925	0.540667	-0.304	1.543	0.29775	-0.23025	1.16425	0.13225	1.40325	2.183	2.1175	1.681	1.13525	2.29025	2.16575	2.27875	1.03075	1.90375	1.874	2.619	1.80125	2.1525	0.88525	0.585	2.63025	1.2575	0.96575	1.192	1.017	2.7475	0.921667	1.182	0.71425	1.77875	0.11525
TREM2	1.24983	1.97483	0.883167	1.764	0.7095	0.752	1.68833	1.90567	3.06867	2.04117	0.1875	4.3195	3.53967	4.50367	1.51267	1.14983	2.02467	0.2605	2.04517	2.26583	1.53733	1.61933	2.2615	1.15967	2.58683	2.78417	-0.441167	3.05617	4.3745	0.679167	2.10867	1.64433	2.63	3.89233	4.10067	-0.191	3.65117	2.396	2.74783	1.65317	3.432	0.946667	3.344	3.05533	2.39917	1.03167	0.705833	3.33967	0.307	1.6615	2.57783	1.852	3.13	2.65817
TREML4	0.241	1.827	4.512	0.178	0.3235	1.58	-0.264	0.201	0.796	1.3545	0.6775	0.023	-0.5235	0.7985	0.406721	0.406721	-0.394	-0.421	1.031	-0.326	0.487	0.5275	0.987	0.939	0.124	0.014	-1.0715	-0.1805	-0.263	-0.073	0.918	-0.5835	1.1135	0.265	1.7415	0.409	1.3815	0.188	-0.1185	-0.321	-0.2845	0.3075	0.563	0.3275	0.324	0.561	0.045	0.4135	-0.224	0.593	0.927	0.379	-0.578	-0.303
TRERF1	0.106333	-0.974	0.896	-2.02517	-2.80617	-0.449667	-0.286	-2.17833	-0.320833	-0.960833	-0.0416667	-1.54133	-1.22867	-0.644667	-1.226	-1.4736	0.0976667	-0.686833	-2.015	-0.2805	0.116333	-0.392833	-1.79467	-2.069	-1.24383	-1.02567	-0.4665	-1.232	-1.3155	0.324833	-1.88333	-0.418833	-0.195333	-0.728667	-0.492667	0.833333	-0.525833	-1.6815	-1.93817	-0.6395	-0.8075	0.668333	-0.6515	0.226167	-0.0763333	-0.421167	-1.77983	-1.96817	0.1805	-3.38333	0.0311667	-1.29983	-1.45467	-0.668833
TRHDE	0.5545	0.337	0.577206	-0.326	0.5165	1.005	0.9705	0.577206	-0.003	0.623	9.631	0.316	1.234	1.915	1.739	1.6665	1.558	-1.367	2.095	1.4085	0.9715	1.5005	-0.166	0.11	-0.446	-0.6365	1.2355	1.524	0.1865	-0.516	0.9955	-1.442	0.361	-0.321	-0.071	0.7955	-0.182	-0.132	-0.766	-0.6525	0.139	0.375	0.577206	0.287	0.3205	-0.31	0.2475	-1.709	0.0335	-0.629	1.114	1.92	1.2305	0.196
TRIAP1	0.0778333	0.0205	-0.520667	0.028	0.186167	0.035	0.366667	0.129	-0.0115	-0.0735	-0.305833	0.306333	-0.4805	-1.09983	-0.4515	-0.509833	-0.2175	0.0818333	0.00666667	-0.184833	0.225333	0.107333	-0.452167	0.0825	-0.324	-0.0911667	0.271833	-0.151	-0.2145	0.00716667	-0.349	0.158333	0.298	0.156333	-0.517333	-0.712833	0.385	-0.230667	0.758667	-0.409667	-0.0765	0.103667	-0.2425	-0.180667	-0.224833	-0.304167	0.2815	0.507667	0.111833	0.737833	0.0378333	-0.1405	0.885167	-0.0733333
TRIB1	1.52188	0.920625	1.7245	0.69275	-1.08425	0.979	0.638375	-0.292125	2.77962	0.6805	0.87775	0.074375	0.949375	0.208286	0.503857	-0.099	2.68812	1.9575	0.844875	0.299375	1.1815	1.00625	1.84475	1.0695	1.88013	0.5995	-0.896125	1.1395	2.37887	1.13237	1.0005	0.252375	1.42338	1.13138	2.16275	3.47938	1.38925	2.1535	0.02225	1.4685	1.32325	0.979125	1.725	2.48375	0.814875	1.59175	1.77838	0.7215	4.767	0.94775	0.433875	-0.602875	0.047125	0.730875
TRIB2	1.73467	0.778917	0.0851667	-1.7235	-1.77208	-2.69208	-1.48658	-0.933667	0.454833	-2.37883	-1.68292	-0.346	-0.46875	-0.625833	-0.12525	-1.97758	-1.11608	-1.239	-2.29933	-1.77125	-0.436833	0.889583	0.421583	-0.7195	1.39908	-0.51375	-0.191333	-1.69525	-1.54875	1.34467	-0.610833	-2.361	-1.255	-2.15775	-1.81842	1.10758	-0.86525	-0.495667	0.01375	-0.945417	-0.252833	0.29325	-1.39717	0.382917	-0.465167	0.63375	-0.114417	-1.22858	-3.24083	-0.923917	-0.546333	-1.32142	-0.494083	-1.37167
TRIB3	-3.02033	-3.82183	-1.61717	-1.70583	-1.74533	-2.31433	-2.2955	-1.557	-3.08783	-2.29717	-2.30133	-0.205333	-3.165	0.0381667	-3.26633	-2.39917	-0.958167	-0.625833	-2.44933	-3.72233	-3.62817	-2.4555	-2.49283	-3.09	-3.40833	-4.731	-1.926	-4.056	-1.09883	-1.40567	-3.52583	-2.71667	-3.30217	-0.939667	-2.69533	-1.42217	-2.966	-4.474	-2.20183	-3.13433	-4.4765	-1.02017	-3.6405	-2.75517	-1.83983	-3.3745	-3.76433	-0.848833	0.333167	-1.26383	-2.86383	-2.79617	-2.8195	-3.25233
TRIM15	-2.10887	-0.136625	-2.13717	-2.9305	-2.7345	-0.089	-1.70725	-2.54943	-3.01425	-3.18814	1.09413	0.912	-0.518	-2.31486	-1.13738	-2.1335	-2.11212	0.929875	3.569	-0.386	0.40425	-2.832	1.181	-1.04062	0.76125	-0.162125	-2.54738	-2.13325	-0.406625	-0.7235	-2.96312	0.59	-1.46275	-2.90125	-0.27075	-0.799125	-1.6155	-2.96712	-3.10062	-0.574125	1.4515	-0.83675	-2.56862	-2.626	0.844	-0.595125	-1.35675	-2.85438	-0.753	-3.09083	-1.95775	-2.51662	-2.342	-1.92343
TRIM2	0.923167	2.003	2.0975	2.88333	3.077	4.299	1.949	2.26733	1.61983	2.04	2.5785	2.2205	1.83583	1.19233	2.0545	2.41533	0.364	3.38217	2.64767	2.55617	2.248	2.66567	2.0365	4.20333	1.469	2.32767	0.8695	2.089	2.81667	1.066	2.96983	1.92883	1.16133	2.25567	2.41617	2.10483	2.60067	2.55517	2.7325	2.50533	2.713	2.53717	3.44167	3.29783	1.56683	2.84833	3.23033	3.24233	1.60067	3.678	1.93883	2.9025	-0.537667	3.45383
TRIM22	1.22433	1.36133	-0.193667	1.09467	-0.513333	-1.22867	1.74183	1.7165	-0.4655	-0.465333	0.3422	2.676	1.29017	0.8675	1.33233	-0.0501667	0.6142	-0.158333	0.471667	-0.1195	1.46033	1.55667	2.38667	0.450667	2.56017	3.3625	0.857833	1.8895	3.0545	-0.11	2.19183	2.108	2.71817	0.964667	0.735667	-2.0285	1.56667	1.92867	1.029	-0.3095	1.925	0.930833	1.44017	1.41883	1.55867	-0.7425	0.678667	0.9605	-0.421167	0.0226667	0.229	-0.0763333	0.662667	0.9195
TRIM24	-0.428	-0.229	-0.885	-1.02675	-1.06	-0.959	0.36175	-0.88725	-0.215	-0.66975	-0.6275	-0.37925	-0.71725	-0.5605	-0.438	0.89625	-1.2235	-0.7045	-1.225	-0.99975	-0.78525	-0.4805	-0.50775	-0.5145	0.09975	-0.93575	-0.32575	-0.626	-1.0335	-1.27225	-1.30725	-0.663	-1.513	-0.507	-0.204	-0.4645	-0.9735	-0.3855	-1.409	-0.70175	-0.43525	-1.51725	-0.435	-0.34475	-1.01875	-0.03925	-0.0005	0.05025	-0.06325	-1.5815	-0.7585	-0.81775	-0.86975	-0.5375
TRIM28	-0.821167	0.146333	-0.229167	0.0751667	0.163667	0.0943333	-1.15417	0.0306667	-0.0921667	0.330667	-0.125167	-0.3205	0.0181667	-0.0686667	-0.259167	-0.587333	-0.1285	-0.002	-0.9705	0.2765	0.245333	-0.144833	-0.317333	0.257333	-0.411667	-0.693333	-0.0528333	-0.1695	-0.61	-0.4015	-0.366	-0.0668333	0.0606667	-0.330667	-0.721	-0.225	-0.155	-0.296333	-0.184333	-0.442	0.179	0.339833	-0.277667	-0.500833	-0.637833	-0.254333	-0.546833	-0.0455	-0.3225	-0.9505	0.6245	0.0795	-0.469167	-0.351333
TRIM29	1.2102	-1.3106	-1.21075	0.2531	-1.85922	-0.0942	0.2213	0.5196	-2.247	-2.44944	-1.89689	0.9043	-0.5415	-1.1329	-0.5564	-1.7442	-1.0025	-1.1659	-0.901	-0.8561	-1.1361	-2.1638	-1.0945	0.5442	-0.2115	-2.0589	0.063	-0.666	-1.2648	2.4223	1.2499	-1.5552	0.218	-2.393	-0.3234	0.0444	-1.4468	-1.9293	-0.6345	-1.2299	-0.5985	1.1724	-1.7687	0.6473	0.1045	-0.0852	-0.3479	-2.0418	-1.4195	-1.26956	1.3465	-1.7599	-1.33	-1.5125
TRIM36	0.00025	-0.83525	0.241571	-1.3295	0.15775	-0.061125	-1.81375	-0.861	-0.27775	1.158	-0.017125	-0.553625	-1.53943	-1.12637	-3.10983	-1.74238	-0.07575	1.06925	-0.789	-0.385875	-0.261375	-2.46029	-2.123	-0.00175	-2.15563	-2.033	2.06663	-0.339375	0.571875	-1.16637	0.613375	-0.7645	0.960375	2.46025	-1.982	0.1335	-2.875	-1.672	-0.12275	-0.615875	-0.27125	2.13287	-0.71425	0.604875	-1.30475	-2.60383	-1.50012	1.07737	-1.245	0.120625	-0.493125	-0.777875	-0.39025	0.755125
TRIM43	2.7605	-0.096	1.006	3.1315	-0.2105	0.131	0.6025	1.902	4.076	-0.508	2.0435	0.865	-0.469	-0.42	-0.2275	0.309	3.893	-0.0285	4.747	1.1505	0.107	0.34	1.3675	1.504	-0.3425	1.772	0.427	-0.4545	-0.0015	0.279	1.0135	1.806	3.764	0.849	0.359	1.2845	1.035	0.7505	3.012	-0.172	1.442	4.4825	-0.4035	0.4715	3.6425	-0.9075	0.782	2.1685	-0.0465	0.335	5.7275	-1.095	-0.7605	1.0575
TRIM45	1.4355	-0.818833	1.11433	-0.870167	-1.35583	0.342	0.0758333	-0.653333	-0.895333	-0.2185	-0.475667	0.655667	-0.445167	0.198	-0.336333	-1.57917	0.4375	-0.633833	-1.54883	1.03533	-0.177833	-0.120833	-0.242333	-0.369333	1.50333	-0.482167	0.0361667	-0.516833	-1.61817	-0.137333	-0.935667	-0.736	-0.571167	-0.212833	-0.787667	0.6305	-0.227333	-0.623667	-1.4095	1.42617	-0.550667	0.179167	0.686333	0.5075	0.192333	0.830667	0.571833	0.13	0.200333	-0.838167	1.725	-0.476167	-0.987333	0.717167
TRIM49	-0.9625	-1.0785	0.787	-1.845	-1.338	0.0245	-0.5845	0.703	-0.3845	-0.243	-1.002	-0.4625	0.1385	0.528	-0.33	-2.083	-0.2945	-0.416	-0.3795	-1.0945	-0.3035	-0.312	-0.5125	-1.5065	-0.9	-0.5245	-0.6785	2.2265	0.0645	-0.2905	-0.1635	-0.106	-0.931	-0.2505	-0.7005	-0.014	-0.8285	-0.747	-0.7115	0.0935	-1.2795	-0.9125	-0.556	-0.7705	-0.777	-0.315	-0.495	-0.1805	-0.1175	-0.344	-1.0045	0.4375	-0.2745	-0.1865
TRIM5	0.577	0.772	-0.785857	0.867375	0.096375	0.28175	0.114	-0.110625	0.600375	0.870125	0.018	0.605	0.431125	-0.455625	0.378	0.1025	0.302625	0.217125	0.585375	0.891375	0.68325	0.981625	0.475875	0.575	0.782125	2.148	-0.104625	0.64925	1.44512	0.49625	-0.34575	0.899375	1.6055	0.9185	1.27471	-0.436286	0.351125	1.6155	0.343625	0.680625	1.68875	1.26675	1.03363	1.00825	1.29513	-0.0225	1.0035	0.99125	0.107875	0.836625	1.07238	0.163125	-0.336125	0.255875
TRIM52	-0.837375	-1.65938	-1.0275	-1.09575	-2.14162	-1.34625	-1.01188	-1.43175	-2.404	-0.668	-0.91175	-1.52225	-1.4335	-1.56975	-1.0805	-1.44425	-0.1315	-1.6045	-1.203	-1.18325	-1.26012	-1.398	-1.199	-1.99887	-0.558125	-1.149	-0.844375	-0.82125	-1.32125	-1.87837	-1.25463	-1.21375	-1.41675	-0.339375	-1.09413	-1.34262	-1.26875	-0.86775	-1.77737	-0.03325	-0.9975	-1.30787	-0.31675	-0.70525	-1.18162	-0.248	-0.534625	-1.13775	-1.42525	-0.86175	-1.7215	-0.961625	-1.38738	-0.279375
TRIM58	-0.4735	-0.284667	0.7355	-0.599	-1.398	-1.19033	-1.29575	-0.484	-1.0355	-1.67525	-2.16767	-0.089	-0.5825	-0.5155	-0.54275	-0.482	2.77433	-0.44225	-1.30825	-0.81325	-1.5925	-0.4105	-1.68133	-0.436	-0.242	-0.73475	1.164	0.660667	-0.888667	-1.03075	-1.12267	-2.12375	-0.80075	-0.92975	0.26225	0.00925	-1.64725	-2.11625	-2.046	-0.74475	-2.41725	-1.35825	-1.58333	-0.99025	0.05575	-1.34525	-1.2955	-0.93875	-0.715	-0.758	-1.93625	-0.70925	-0.07575	-0.3015
TRIM59	-0.533167	-0.0963333	-1.04567	-0.5836	0.191833	-0.126	-1.79533	0.4664	0.473667	-0.538	-0.202167	0.3555	-0.406333	0.339667	-0.7595	-0.777667	0.00683333	0.839167	-1.61733	-1.01517	-0.2395	-0.02	-0.6542	-0.121667	-0.548333	0.2615	0.811667	0.377667	0.0308	0.574333	-0.473833	-0.571333	-0.528833	0.0908333	-1.0956	-1.9905	0.0456667	0.204667	-1.01767	-0.478667	-0.411667	-0.245333	-0.082	-0.0721667	-1.34083	-0.744167	-0.3965	0.982667	-0.762333	1.57017	-0.378667	-0.115333	0.334167	0.139
TRIM6	-0.1595	-1.02537	0.00475	-2.5105	-2.37486	-1.82043	-0.436875	-0.069625	-0.15475	0.28175	-0.708375	0.36075	0.127625	-1.92671	-0.52275	-2.598	-0.079625	0.23075	-0.25825	0.23125	-1.06688	-0.296625	-0.952625	-1.60312	-1.13725	-0.052375	-0.448125	0.049875	0.3065	0.28825	-2.81862	-1.071	0.742375	-2.55512	-0.640875	-2.09888	-2.258	-0.9135	-1.99375	-0.985	0.69675	-1.51588	-1.20437	0.041375	-0.50225	-2.18425	-0.418	-1.98513	1.3055	-0.465	-0.33725	-1.83688	-2.01575	-1.87837
TRIM60	2.46	0.2405	0.655	0.577	-1.289	-0.3585	0.506	1.1055	0.0275	-0.1175	0.1495	0.7	0.2555	-0.1235	0.0575	0.801	2.866	2.2255	-0.1065	0.857	0.2565	-0.231	-0.402	2.617	0.956	1.7285	0.3105	0.526	-0.0025	0.4965	0.65	-0.781	1.86	1.067	0.362	0.337	1.114	0.327	0.252	0.9505	0.72	0.2745	0.691	0.602	0.731	0.723	0.3535	-0.6035	-0.318	0.447	-0.655	0.7195	0.196	0.0065
TRIM63	-1.26275	-4.02433	-1.86975	-2.8105	-6.28525	-5.28867	-4.35025	-4.52825	-0.751	-3.748	-1.792	-4.4765	-2.28375	-2.563	-3.462	-3.6115	2.93725	-2.418	-1.89125	-4.498	-3.6775	-3.68875	-4.49925	-4.34425	-5.2815	-4.55325	-3.99233	-5.037	-4.9525	-2.90175	-2.5155	-5.15475	-2.82875	-4.04575	-3.904	-2.951	-2.618	-5.2565	-3.07275	-2.916	-4.5715	-4.08575	-5.19725	-4.21725	-4.614	-4.247	-3.75875	-3.19675	-2.896	-4.38425	-4.83	-2.72425	-4.83725	-3.07025
TRIM7	-1.70938	-1.86525	-1.127	-2.18312	-1.98937	-2.13762	-2.17575	-1.71014	-2.40462	-1.991	-0.9695	-1.98737	-1.7345	-1.54238	-1.45312	-1.40786	-1.623	0.7115	-1.75625	-2.51063	-1.70571	-1.83613	-2.16763	-2.096	-2.40425	-2.78225	0.559	-2.69829	-1.95013	-2.58988	-1.027	0.412875	-0.416375	-1.5635	-1.30467	-2.03737	-1.86837	-2.52175	0.63575	-1.63075	-2.45275	-2.00588	-1.264	-1.70837	-1.6835	-2.76737	-1.65387	0.283375	-1.77887	-1.56843	-1.60888	-2.17971	-1.96738	-2.08462
TRIM73	-0.175	1.462	-0.267144	0.476	-0.366	1.486	0.014	0.618	-4.237	2.312	-0.9215	-1.1355	0.734	1.171	-0.098	-1.253	-0.314	0.3745	0.524	1.2645	0.49	1.2715	0.5915	0.398	0.259	-0.633	0.265	-0.19	0.525	-1.3345	-0.792	-2.5165	-1.539	0.1345	-0.267144	-1.876	-0.326	-1.1205	-1.852	-1.183	-0.973	-1.61	-1.7165	-0.526	-1.061	0.606	-0.0605	0.4225	0.006	-0.5175	-2.255	-0.3765	0.47	1.192
TRIM74	-2.667	-1.03175	-1.641	-1.60925	-2.5215	-1.541	-0.7155	-1.2335	-2.594	-1.95175	0.4765	-2.136	-1.12925	-0.51675	-0.82125	-0.76225	-1.2095	0.08275	-0.533	-0.242	-1.4175	-1.54625	-1.04475	-1.25025	-0.73975	-1.82325	-1.35775	-1.34325	-1.2075	-1.8355	-1.7495	-1.2015	-2.2725	-0.985	0.15825	-0.26425	-1.7305	-1.29575	-1.39875	-0.456	-2.03725	-2.04225	0.64775	-0.9495	-1.99625	-0.5555	-1.827	-1.43675	-2.179	-2.1325	-0.22425	-1.036	-1.5225	-1.10775
TRIML1	-0.297	0.2045	0.177	-0.219	-0.5915	-0.303	1.054	4.311	1.1845	-0.843	0.171321	1.18	0.3045	1.444	1.385	0.7455	-1.189	0.8055	0.1885	1.0885	0.947	2.0795	-1.227	0.109	0.461	0.29	0.57	-0.893	0.159	-0.507	0.244	0.339	-0.3905	0.1775	-0.4415	-0.248	-0.649	-1.175	0.3545	0.076	-0.103	-0.3845	0.2035	-0.116	-0.407	0.8575	0.289	-0.288	0.392	-0.5535	-1.0125	-0.2475	-0.464	0.0085
TRIO	0.0205	-0.5585	-0.57925	-0.763417	-0.995167	-0.827917	0.283167	-0.791583	-0.655167	-0.0989167	-0.104	-1.44708	-1.06983	-0.144583	-1.18042	-1.66033	-0.63725	-1.10225	-0.08025	-0.710167	-0.48475	-0.8545	-1.16458	-1.18367	-0.875083	-0.666917	-0.921	-0.785833	-0.318583	0.360167	-0.893333	-1.06733	-0.3085	-0.979333	0.191167	0.0655	-0.389417	-0.54225	-0.474083	-0.2145	-0.59475	0.463917	-0.02475	0.198	-0.2565	0.00591667	-0.21375	-0.771333	0.1775	-0.877333	-0.221417	-1.09892	-0.705417	-1.069
TRIP10	1.11575	-0.14925	0.56225	1.0675	-0.13725	0.4855	-0.232	0.35825	-0.56275	-0.119	0.8735	-0.59925	0.07325	0.27725	0.09975	0.7325	-0.6	1.125	0.13825	0.62575	0.25025	0.84175	0.22525	0.68	0.074	0.11075	-0.15825	-0.30475	0.5795	1.22225	0.1175	0.6535	0.3365	0.475	0.41975	0.55425	0.45975	0.20325	1.3715	1.075	0.47625	0.15675	0.272	0.98575	1.2985	0.95	0.74925	-0.16375	0.3765	-0.20825	0.3685	0.435	2.74925	0.1685
TRIP13	0.0499091	-1.39455	-1.78218	-0.858273	0.195273	-0.669727	-0.136182	-0.426909	-0.645455	-1.11436	-1.87836	-1.57027	-2.37818	-1.20218	-2.30327	-2.19411	-1.37618	-0.847091	-0.379	-1.77136	-1.34009	-3.12336	-2.16445	-1.43645	-2.295	-2.00455	-0.981273	-1.19555	-1.25473	-0.893818	-0.400909	-2.25427	-1.23145	-0.492	-1.86527	-1.33773	-0.799818	-1.91882	-1.183	-1.48455	-2.01864	-1.20055	-2.62309	-2.47518	-1.28118	-1.40927	-1.81782	-1.08918	-1.083	-2.00918	-1.24082	-1.628	-0.725909	-1.22018
TRIP6	0.421214	-0.406214	-0.687615	0.367615	-0.946429	-1.11386	0.537286	0.665071	-0.369714	0.220077	-1.76477	0.251462	-0.0812857	0.655462	-0.490077	0.506786	-0.499286	-0.00157143	-1.6875	0.0518571	0.247429	0.457929	-0.402077	-1.7835	0.164714	-0.254571	-0.2935	0.419	-0.427462	1.18621	0.0769286	0.272857	1.14993	0.0792143	0.215786	0.880929	-0.0575714	0.0245	0.399429	0.599	0.2185	-0.325571	-0.0922857	0.440714	0.664286	-0.196	-0.784571	-1.97757	-0.832929	-0.647538	0.238714	-0.266571	-0.0982857	-1.56486
TRO	1.6995	0.4795	-2.13633	-2.105	-4.08525	-3.85175	2.17375	-2.44125	1.566	1.5115	-1.49825	0.49475	-0.25125	-2.629	-1.3595	-2.8815	1.496	-2.88075	-2.74925	0.88375	-0.9385	1.25025	-1.10375	-2.5415	0.284	0.06825	-3.5355	-2.73925	-3.069	1.7065	-4.247	-3.21175	1.181	-3.59475	-2.70125	1.52625	0.7045	0.19575	-1.81925	-1.95525	-2.652	1.20375	-2.67675	-2.60225	1.82775	0.06675	-1.856	-3.0445	-3.1675	-3.87925	1.38525	-2.6965	-3.274	-2.427
TRPA1	-3.18233	-3.00883	-0.97725	-3.8294	-4.56017	-3.22025	-3.3938	-2.62933	-3.513	-3.2384	-3.0346	-2.9936	-2.19967	-1.7218	-2.168	-1.5576	-3.6356	3.4025	-4.07217	-3.56733	-4.18425	-2.6946	-4.9662	-3.8625	-2.6095	-3.20617	-1.5098	-4.315	-2.6875	-1.35717	-4.30367	-3.88833	-4.1634	-4.10483	-2.37775	-3.9272	-4.70017	-3.99567	-3.0934	-3.38583	-5.5068	-4.29517	-4.12767	-4.02467	-4.332	-3.105	-3.12683	-4.0615	-4.5455	-1.9954	-4.6755	-2.5192	-2.303	-2.35583
TRPC1	-1.0235	-1.88633	-1.6622	-2.4142	-3.94933	-3.05817	-1.7564	-2.3665	-0.226333	-3.66417	-2.41817	-3.49017	-2.68667	-1.2785	-2.55033	-0.6796	0.4465	-2.07117	-2.64933	-2.3375	-0.411833	-1.7215	-3.7244	-3.2364	-1.36967	-1.5015	0.2565	-0.347167	-2.795	-1.61217	-2.79333	-1.11067	-1.925	-2.06267	-2.2538	-1.66183	-1.008	-2.21883	-2.072	-1.7525	-3.09483	-2.5065	-1.1045	-1.74867	-1.40917	-1.8732	-1.517	-2.25267	0.314333	-2.00767	-1.84617	-2.35833	-1.69867	-1.87233
TRPC3	-0.196	1.9255	-2.127	-1.4735	0.1	-0.1515	-0.455	0.3995	-1.4895	-0.432	-0.579	0.893	0.6345	-1.7425	-3.332	-0.716	-1.5315	-0.121	-2.65	-1.175	-0.0555	-1.1195	-0.6385	-0.751	0.671	-0.364	1.8905	-0.3825	-0.132	-1.005	-0.0655	-0.38	-1.194	-0.669	-0.696	0.327	-1.8645	-0.0445	-0.4045	-0.684	-1.104	-0.686	-0.3785	-0.7285	-0.487	-1.0525	-0.1605	-1.4725	-1.522	-0.6	-0.841	-0.32	-0.816	-0.1415
TRPC4	0.7835	1.36775	1.11375	2.2015	-0.19825	0.30775	0.911	-0.17975	1.39075	0.27975	-0.0586667	0.965	-0.53925	0.729	0.1515	0.30175	0.414	0.503	1.757	1.308	2.39825	1.73375	0.2455	-0.0795	2.61025	1.0505	1.3645	1.824	1.01	0.66525	0.505333	0.43075	0.1935	-0.0105	-0.00425	0.78275	2.017	0.824	0.8085	0.633	1.3105	0.922	1.279	1.12425	1.457	1.21425	1.00425	0.9465	0.6385	0.56575	0.603	0.29675	-0.6825	0.9405
TRPC5	0.0355	0.181	4.703	1.569	0.545	-1.454	1.8815	-1.0445	2.182	-0.7805	0.566198	-0.527	0.661	0.151	-0.7485	1.191	-0.3125	-2.131	0.109	-0.861	1.327	2.3555	1.132	1.415	0.525	0.715	-0.0685	1.907	-0.0015	0.7375	0.929	0.544	-0.678	0.893	3.569	-0.251	0.735	0.359	0.0535	0.178	1.291	-0.062	-0.509	0.8465	0.2025	0.963	0.5185	0.707	1.196	0.17	0.238	2.7295	-0.1755	0.1675
